,Unnamed: 0,TweetId,UserId,UserUsername,Date,Location,Tweet,Media,Likes,Retweets,Comments,Polarity,Sentiment
1025,1025,1480426842263805952,1314786364437782532,Summer1thousand,2022-01-10 06:30:38+00:00,"Flint, Québec",ménag peut prendr plusieur form commenc coup sourc spoliat avoir nattend dêtr vadrouill comm liban vénézuélien derni turc,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
1026,1026,1480418928715251716,1314786364437782532,Summer1thousand,2022-01-10 05:59:12+00:00,"Flint, Québec",donc annonc crash économ bailin quattendent tout banqu spoli leur client devancezl fait,"Media(photos=[], videos=[], animated=[])",0,0,0,0.22,Positive
1027,1027,1480136125549273092,2969387608,anonameus0,2022-01-09 11:15:26+00:00,Océan Atlantique,ret tous largent compt banqu cash elle nont capac liquid cel krash,"Media(photos=[], videos=[], animated=[])",0,0,1,0.22,Positive
1028,1028,1479871187618574338,1266498672570896385,PKrounch,2022-01-08 17:42:40+00:00,,plus citoyen plus citoyen alor nauront plus sort tout banqu,"Media(photos=[], videos=[], animated=[])",9,2,0,0.16749999999999998,Positive
1031,1031,1476768078096707589,1314786364437782532,Summer1thousand,2021-12-31 04:12:01+00:00,"Flint, Québec",accéler processus conseil tous retir avoir bancair beaucoup plus vit import pass seuil banqu vont devoir ferm arrêt lhémorrag cel fer effondr system façon net,"Media(photos=[], videos=[], animated=[])",5,1,2,0.2333333333333333,Positive
1032,1032,1474343618722869249,789379008915841024,sabisabrinafree,2021-12-24 11:38:05+00:00,,quoi quil coût cout perso demain,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
1033,1033,1472148128044310536,1720264669,Mpoun44Michel,2021-12-18 10:13:59+00:00,,cest quoi peux expliqu,"Media(photos=[], videos=[], animated=[])",2,0,1,0.0,Neutral
1034,1034,1466617660603453443,1314786364437782532,Summer1thousand,2021-12-03 03:57:53+00:00,"Flint, Québec",prend temp comprendr quassech banqu sonnent récréat,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
1035,1035,1465449498239504388,30889501,jeffcmoi,2021-11-29 22:36:01+00:00,,apres cris sanitair cris monétair,"Media(photos=[], videos=[], animated=[])",0,0,1,0.0,Neutral
1036,1036,1458474268300386313,1431242484596756494,Nemontanaa,2021-11-10 16:38:57+00:00,Behind the Matrix,banqu craignent quun chos sort largent banqu avant total prohib,"Media(photos=[], videos=[], animated=[])",0,0,0,0.1,Positive
1037,1037,1458424546235752454,812043847433916416,Krieger66362259,2021-11-10 13:21:22+00:00,Monaco,regard quon préparepour retir largent falloir montr patt blanch,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FD1dZOaWUAg861R.jpg')], videos=[], animated=[])",433,510,109,0.0,Neutral
1038,1038,1457429508353572865,1314786364437782532,Summer1thousand,2021-11-07 19:27:27+00:00,"Flint, Québec",ret semain épargn convert lun reliqu barbar largent gard strict minimum banqu rat pai that fraud immens depuis anné plupart pay,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FDnUVJuXIAQZr0H.jpg')], videos=[], animated=[])",1,0,0,-0.1,Negative
1039,1039,1451329003147702272,1314786364437782532,Summer1thousand,2021-10-21 23:26:13+00:00,"Flint, Québec",commenc pass entourag seul largent total sous form physiqu retir vôtr enlev capac banqu prêt fair tourn racket lendet ver dautr victim,"Media(photos=[], videos=[], animated=[])",3,1,0,0.04666666666666667,Positive
1040,1040,1451076982838636545,1194570089082839041,_E_Corp,2021-10-21 06:44:47+00:00,Always with you,gen savent banqu vont ferm quon limit retr avant disparit cash,"Media(photos=[], videos=[], animated=[])",1,1,0,0.0,Neutral
1041,1041,1451074463303454723,1258281408814080000,Romain__Dubois,2021-10-21 06:34:46+00:00,,balad liquid cest encor cest lament vrai tous pourr chez lrem,"Media(photos=[], videos=[], animated=[])",1,1,1,0.135,Positive
1042,1042,1450341038422257665,927930893754355713,BienveillanceFi,2021-10-19 06:00:24+00:00,"Paris, France",gouverneur délégu bank england cunliff croissanc aujourdhui représent risqu équivalent croissanc subprim,"Media(photos=[], videos=[], animated=[])",0,0,0,0.05,Positive
1043,1043,1447962397893922817,3007925428,Oggy2015,2021-10-12 16:28:32+00:00,,narrat chang dabord pay nordiqu cest clair pay tres soum austral franc canad cest abîm aid krack boursi commençon krack banqu cest facil,"Media(photos=[], videos=[], animated=[])",1,0,1,0.16333333333333336,Positive
1044,1044,1447259404882034694,1431186132285411329,CodeHelixGrafic,2021-10-10 17:55:05+00:00,SaintongeBaïkalLakeMontereyBay,citoyen désesper tentent sintroduir banqu verrouill apres quil annonc quil recevr plus leur économ gel régim làb préparezvous,"Media(photos=[], videos=[], animated=[])",0,0,0,0.15,Positive
1045,1045,1444506083062648832,1314786364437782532,Summer1thousand,2021-10-03 03:34:22+00:00,"Flint, Québec",sert sauv linévit bailin serv renflou banquesl niveau plus gigantesqu quen rendr possibl bailout gouvern,"Media(photos=[], videos=[], animated=[])",0,0,0,0.15,Positive
1046,1046,1444505656900325376,1314786364437782532,Summer1thousand,2021-10-03 03:32:40+00:00,"Flint, Québec",avoir acces sugger retir compt selon capacitel mont compt appartient plus fois system cel devient créanc enver cert compt garant jusquà théor,"Media(photos=[], videos=[], animated=[])",1,0,1,0.15,Positive
1047,1047,1443772868869898242,1314786364437782532,Summer1thousand,2021-10-01 03:00:50+00:00,"Flint, Québec",voilà être avanc mieux quêtr tard imprévisibil lorsqu paniqu arriv styl banqu ferm comm chypr grec,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
1048,1048,1442625351268642819,1314786364437782532,Summer1thousand,2021-09-27 23:01:01+00:00,"Flint, Québec",numer soum,"Media(photos=[], videos=[], animated=[])",2,0,0,0.0,Neutral
1049,1049,1442323977620295683,1314786364437782532,Summer1thousand,2021-09-27 03:03:28+00:00,"Flint, Québec",pourr annonc limpossibil retir économ banquedesjardin sait quelqu chos sait tous certain avert doutent retir tous pouv laiss épargn banqu créanc quel doit,"Media(photos=[], videos=[], animated=[])",1,1,1,0.24333333333333332,Positive
1050,1050,1439280012272803841,1314786364437782532,Summer1thousand,2021-09-18 17:27:50+00:00,"Flint, Québec",this perturbessattaqu portefeuill comm font allegr nôtr,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
1051,1051,1435670051106041866,1129007635683053569,gjmag7,2021-09-08 18:23:08+00:00,,râl manifest défil samed beaucoup moin dimpact dadopt écout enfin martel depuis sort argent banqu,"Media(photos=[], videos=[], animated=[])",0,0,0,0.1,Positive
1052,1052,1435419512258633729,1314786364437782532,Summer1thousand,2021-09-08 01:47:35+00:00,"Flint, Québec",fait commenc loption boycott commenc déjà fair sent franc récent rétropédalag loin fair pression équivalent,"Media(photos=[], videos=[], animated=[])",1,0,0,0.11666666666666668,Positive
1053,1053,1432598083012005892,1194570089082839041,_E_Corp,2021-08-31 06:56:14+00:00,Always with you,avant banqu quil vident compt bancair niem banqu,"Media(photos=[], videos=[], animated=[])",1,0,0,0.0,Neutral
1054,1054,1432597077029277696,59063574,philippeherlin,2021-08-31 06:52:14+00:00,"Paris, France",plus manif contr sugger autr action bascul part épargn longu minimum marqu défianc system pouvoir financi gagn,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/E-GZR67X0AIudIL.jpg')], videos=[], animated=[])",181,27,16,0.15,Positive
1055,1055,1431778881695109124,1314786364437782532,Summer1thousand,2021-08-29 00:41:01+00:00,"Flint, Québec",gest concret blocag pointcl boycott sitininond system judiciair,"Media(photos=[], videos=[], animated=[])",0,0,0,0.25,Positive
1056,1056,1430953813423362048,1314786364437782532,Summer1thousand,2021-08-26 18:02:29+00:00,"Flint, Québec",vit devanc linévit quel humour nestc,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
1057,1057,1429918447912247300,1314786364437782532,Summer1thousand,2021-08-23 21:28:19+00:00,"Flint, Québec",entreaid partag connaiss pir membr famill pass valid partag dégoûtil pourr aller lépicer sinon courag nomm lennem défait défait jusquà victoir,"Media(photos=[], videos=[], animated=[])",3,0,0,-0.1,Negative
1058,1058,1429489353965936655,1314786364437782532,Summer1thousand,2021-08-22 17:03:15+00:00,"Flint, Québec",pens convert papi san valeur réel métal physiqu son,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/E9aQ9LcWQAUwEcL.jpg')], videos=[], animated=[])",1,0,0,0.2,Positive
1059,1059,1429182969688862720,1314786364437782532,Summer1thousand,2021-08-21 20:45:47+00:00,"Flint, Québec",quoi plus surpren progress sauc lgbtq promouvoir cet folieun plus parm dautr quand renvers tablel gen vrai besoin coup fouet confort doit cess fac vérit dérang,"Media(photos=[], videos=[], animated=[])",0,0,0,0.11666666666666665,Positive
1060,1060,1429146261962297346,1314786364437782532,Summer1thousand,2021-08-21 18:19:55+00:00,"Flint, Québec",cest déjà plus incisifsurtout commerc lign,"Media(photos=[], videos=[], animated=[])",0,0,0,0.15,Positive
1061,1061,1429096914205749251,1314786364437782532,Summer1thousand,2021-08-21 15:03:50+00:00,"Flint, Québec",faut rir cest bloqu plusieur anné ven lincompet mati traval public sugger tant chos bloqu,"Media(photos=[], videos=[], animated=[])",0,0,1,0.0,Neutral
1062,1062,1428086481252401153,999350892662067201,humansouverain,2021-08-18 20:08:44+00:00,Planet Earth,des cass couill maximum cet élit aller retir argent banqu arrêt consomm tous produit plus gen vont fair plus vont être mouis,"Media(photos=[], videos=[], animated=[])",338,115,27,0.17333333333333334,Positive
1063,1063,1428246894086692866,336403623,Marie_web,2021-08-19 06:46:09+00:00,Earth,comment fair tomb dictatur franc san violenc boycotton cart bleu,"Media(photos=[], videos=[], animated=[])",0,1,0,0.12000000000000001,Positive
1064,1064,1427040376859279365,1314786364437782532,Summer1thousand,2021-08-15 22:51:53+00:00,"Flint, Québec",ceux encor sous banquessinon assurancesv parc quaucun system retrait éternel croissanc infin impossibl donc system retrait toujour hauss égal,"Media(photos=[], videos=[], animated=[])",2,1,1,0.15000000000000002,Positive
1065,1065,1425663400479240197,1314786364437782532,Summer1thousand,2021-08-12 03:40:16+00:00,"Flint, Québec",voix plutôt préconis cest sapin fer haircut bien pren dev commencent vrai être conscient quil dautr chos march samed,"Media(photos=[], videos=[], animated=[])",1,2,0,0.05000000000000001,Positive
1066,1066,1425659318771326978,1314786364437782532,Summer1thousand,2021-08-12 03:24:03+00:00,"Flint, Québec",achet cec parc gilet jaun enfin trouv lastuc gagn,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/E8j1RSBWUAcENBt.jpg')], videos=[], animated=[])",1,0,0,0.0,Neutral
1067,1067,1424095150570188800,1163075098477244417,ChangTraca,2021-08-07 19:48:36+00:00,,façon quon lanc appel manifest boycott autr devient plus plus visibl plus gen vont fair million font sach quon system réserv fractionnair system collaps,"Media(photos=[], videos=[], animated=[])",3,0,0,0.1725,Positive
1068,1068,1421757838616039425,1400487457641148424,osalirat,2021-08-01 09:00:58+00:00,,vacanc depens retrait compt epargn pren euros vacanc tout achet pass cribl justifi refus sort argent liquid fait suit,"Media(photos=[], videos=[], animated=[])",1,0,1,0.22,Positive
1069,1069,1421756865151647746,1400487457641148424,osalirat,2021-08-01 08:57:06+00:00,,entendu hi radio rien grand franc inter voul fair cred achet maison banqu font pass compt loup sort boît nuit achat bouteil départ suit,"Media(photos=[], videos=[], animated=[])",0,0,1,0.016666666666666673,Positive
1070,1070,1421121048209248260,1775071957,vinocm,2021-07-30 14:50:35+00:00,,propos vid compt banqu questc quun gouvern san banqu,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
1071,1071,1419704585762004994,1120330084194443265,MartinB39534751,2021-07-26 17:02:04+00:00,,faut égal tap portefeuill banqu menac coordon collect peut être tres disuas retr espec largent compt cour laiss minimum prélev auto,"Media(photos=[], videos=[], animated=[])",2,1,0,0.10500000000000001,Positive
1072,1072,1419701282047201283,1120330084194443265,MartinB39534751,2021-07-26 16:48:57+00:00,,craint pourr égal fair peur lexécut banqu nont assez liquid résist vagu retr massiv dargent nerf guerr désorm financi cest solut envisag,"Media(photos=[], videos=[], animated=[])",2,0,1,0.2,Positive
1073,1073,1419672013736656901,1120330084194443265,MartinB39534751,2021-07-26 14:52:38+00:00,,lieux exig cest effect indispens action collect coordon retr dargent compt bancair pourr déstabilis évident banqu puis effet domino lexécut,"Media(photos=[], videos=[], animated=[])",0,1,0,0.1,Positive
1074,1074,1419624865376575489,3007925428,Oggy2015,2021-07-26 11:45:17+00:00,,tap poch entrepris collabos ret argent banqu elle tombent avant cest guerr pens fair stock,"Media(photos=[], videos=[], animated=[])",2,2,0,0.0,Neutral
1075,1075,1428412039127572487,1323768606962913280,Jpm16468972M,2021-08-19 17:42:23+00:00,,tout person éveil envi mettr plac fameux peutêtr faudraitil sarrêt façon commun dat dur celuic dur,"Media(photos=[], videos=[], animated=[])",0,0,0,-0.003999999999999992,Negative
1076,1076,1419569424135229444,1265912227233742853,karibou95400,2021-07-26 08:04:59+00:00,Au fond des océans ,princip prendr liquid pai liquid chez petit commerc fair leffort pai essenc liquid born oubli pai san contact simpl voir nombr cest efficac,"Media(photos=[], videos=[], animated=[])",0,0,0,0.1,Positive
1077,1077,1419216900052197376,1163075098477244417,ChangTraca,2021-07-25 08:44:11+00:00,,cré problem apport solut fait quaugment det contr sendet don plus moyen hôpital nest envisage aut continu ferm lit fac vôtr fol vois quun comm solut,"Media(photos=[], videos=[], animated=[])",0,0,0,-0.0975,Negative
1078,1078,1418941552160911370,1775071957,vinocm,2021-07-24 14:30:03+00:00,,vid compt banqu cest tres efficac lieux concern cest largent nerf guerr,"Media(photos=[], videos=[], animated=[])",1,1,0,0.01,Positive
1079,1079,1417558674613194759,1163075098477244417,ChangTraca,2021-07-20 18:54:59+00:00,,cest cool plus deuro utilis cest encor mieux faut don moin possibl dimpôt cotis veulent ruin faison plais,"Media(photos=[], videos=[], animated=[MediaAnimated(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/E6wuGMOWYAgL6LS.jpg', videoUrl='https://video.twimg.com/tweet_video/E6wuGMOWYAgL6LS.mp4')])",0,0,0,0.15,Positive
1080,1080,1415414636271263750,1314786364437782532,Summer1thousand,2021-07-14 20:55:21+00:00,"Flint, Québec",alor ceux plus banqu ceux just devr grouill retir,"Media(photos=[], videos=[], animated=[])",1,0,0,0.15,Positive
1081,1081,1415375784123015172,404317059,KublaiRas,2021-07-14 18:20:58+00:00,Weimar,clé résist faut étrangl bêt,"Media(photos=[], videos=[], animated=[])",1,2,0,0.0,Neutral
1082,1082,1415360914887426051,2419239926,bapstmaisonneuv,2021-07-14 17:21:52+00:00,VOSGES,manifest cest bien serv rien propos demain tout mond essai prendr aut dargent possibl vid compt banqu,"Media(photos=[], videos=[], animated=[])",0,0,0,0.056666666666666664,Positive
1083,1083,1415091047223513089,1314786364437782532,Summer1thousand,2021-07-13 23:29:31+00:00,"Flint, Québec",mainten laiss temp peuvent sorganis descent douceur lappareil alor leffet surpris fait capot plan maîtr quil sépuisent élabor,"Media(photos=[], videos=[], animated=[])",0,0,1,0.55,Positive
1084,1084,1414915188126593024,91448125,kiktux,2021-07-13 11:50:43+00:00,Milky Way,talon dachill veau vont commenc paniqu retir quelqu liquid banqu retourn demain,"Media(photos=[], videos=[], animated=[])",6,5,1,0.0,Neutral
1085,1085,1409072717098332160,938530188798898177,ComCiviqueInfo,2021-06-27 08:54:49+00:00,"Brussels, Belgium",sauf fait achet,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
1086,1086,1400751605037862918,1194570089082839041,_E_Corp,2021-06-04 09:49:42+00:00,Always with you,gueul trop banqu laid comm grec limit retrait pend certain temp,"Media(photos=[], videos=[], animated=[])",1,0,0,-0.16499999999999998,Negative
1088,1088,1387624657730392066,1314786364437782532,Summer1thousand,2021-04-29 04:27:53+00:00,"Flint, Québec",suff dépos ret leur somm dun banqu devient facto insolv princip réserv fractionnair ratio sold prêt autrui banqu gard réserv,"Media(photos=[], videos=[], animated=[])",2,0,0,0.14,Positive
1089,1089,1375400750654832645,1331939821892276241,ledonquichucho1,2021-03-26 10:54:27+00:00,Lyon,suit appel visionnag derni vidéo march cest bien faut multipli moyen daction dimanch,"Media(photos=[], videos=[], animated=[])",3,0,0,-0.075,Negative
1090,1090,1373526443452461062,1350861607354703875,ESmartmatic,2021-03-21 06:46:37+00:00,,solut plus rapid rapid dun efficac redout envoi pichenet nécessair commenc leur chut cascad pensestu quil temp promouvoir massiv fair mûr lid bien,"Media(photos=[], videos=[], animated=[])",1,0,0,0.11666666666666665,Positive
1091,1091,1364591856433172489,1194570089082839041,_E_Corp,2021-02-24 15:03:46+00:00,Always with you,invest cryptomonnai désinvest banqu cest,"Media(photos=[], videos=[], animated=[])",8,1,0,0.0,Neutral
1092,1092,1363934914283003907,982536678622597121,Zox613,2021-02-22 19:33:18+00:00,Internet,donc ordon applic lendemain minut plus tard tres facil prendr san limit retrait liquid précédent chypriot,"Media(photos=[], videos=[], animated=[])",0,0,0,0.05333333333333334,Positive
1093,1093,1363544963234099205,2969387608,anonameus0,2021-02-21 17:43:47+00:00,Océan Atlantique,cet fuit réel dévalu san précédent monnai occidental sub impress monétair énorm entrepris protègent leur capital quel situat plus danger lusag cour,"Media(photos=[], videos=[], animated=[])",0,0,0,0.12,Positive
